"exposure","outcome","nsnp","ivw_b","ivw_se","ivw_p","egger_b","egger_intercept","egger_intercept_p","wm_b","Q","Q_p"
"WHRadjBMI","CAD",326,0.292095627153492,0.0391787330992585,8.95522270957707e-14,0.292372769753804,-5.8976730683053e-06,0.997337827054352,0.239687682433956,1755.55327298412,1.763728333192e-194
"WHRadjBMI","HF",318,0.0119735284240662,0.0250935150583837,0.63325083730987,-0.00439096014753322,0.000349884688024682,0.757332123583612,0.0218739613642732,742.58506063844,3.54807322250509e-36
"WHRadjBMI","niHF",318,-0.128806952727413,0.0353783665320283,0.000271750557860487,-0.220987634644729,0.00197897999111733,0.211669774010443,-0.138180431792051,542.806736706292,4.25781043176058e-14
"WHRadjBMI","niHFpEF",316,-0.0451091063031671,0.0909450233944517,0.619891504098706,-0.416482386740078,0.0079517366894566,0.0535054713579569,-0.194596081220296,278.717554881034,0.930330139936964
"WHRadjBMI","niHFrEF",317,-0.0236379286071072,0.0916618987750894,0.796498189001174,0.138817572795284,-0.00346504818219007,0.40225715462538,-0.0110408074502901,435.102790466463,9.67162457208019e-06
"WHRadjBMI","T2D",240,0.68717854585531,0.0783972234651971,1.86209029964183e-18,0.52945737050877,0.00305529360975095,0.450188472985358,0.685003111558649,1562.33868187635,7.87262237465376e-193
