"edge","method","slope","intercept"
"CAD -> HF","IVW",0.285128893290755,0
"CAD -> HF","MR-Egger",0.27178526750135,0.000837433272458796
"CAD -> HF","Weighted median",0.282935186727082,0
"BMI -> CAD","IVW",0.386980879552735,0
"BMI -> CAD","MR-Egger",0.419641152034362,-0.000570346408957661
"BMI -> CAD","Weighted median",0.399736299487463,0
"LDL -> CAD","IVW",0.510856329399863,0
"LDL -> CAD","MR-Egger",0.590499913970136,-0.003145660735128
"LDL -> CAD","Weighted median",0.458634823041152,0
