exposure,outcome,nsnp,ivw_b,ivw_se,ivw_p,egger_b,egger_p,egger_intercept,egger_intercept_p,wm_b,wm_p,Q,Q_p,steiger_correct,steiger_p
HbA1c,LDL,342,0.130965037323888,0.0143412263458193,6.72038133223349e-20,0.11804356674968,2.23482726731716e-06,0.000460767867632485,0.516234141794188,0.0731872670874232,9.49452980944409e-21,6370.25526020254,0,TRUE,0
HbA1c,SBP,281,0.79805692025876,0.227647793450566,0.000455467954207925,0.172863595616078,0.668409313864761,0.021246270810855,0.0618194834887662,0.739269109434964,8.18653631184157e-06,2423.00780882818,0,TRUE,0
HbA1c,Stroke,295,0.117448406442059,0.0279058431852658,2.56799975956943e-05,-0.0224922957028964,0.655174913962787,0.00455678437787054,0.00101953927652115,0.0525742082692863,0.193264950001888,514.712441910735,2.87454363360708e-14,TRUE,0
HbA1c,T2D,307,0.852033343185692,0.0705063873872325,1.27567788716515e-33,0.50440199473278,4.107864222934e-05,0.0120666546332692,0.000543910101764741,0.298375266622018,1.68696023996351e-09,3502.80914851184,0,TRUE,0
HbA1c,TC,342,0.133819605281325,0.0147555447393868,1.19997062758819e-19,0.124933275153593,1.17707767626016e-06,0.000316804363142709,0.664498793218402,0.0807794759667536,4.27191772528714e-27,7251.06350069901,0,TRUE,0
HbA1c,TG,342,0.06870249000348,0.0192246247274876,0.000352010747452873,-0.00292385724022922,0.928461154996836,0.00255467656922438,0.00697392612075354,0.012645729523222,0.0876372041093839,11755.6251408074,0,TRUE,0
HDL,BMI,181,-0.0680850315265925,0.0319529356128514,0.0331063540817019,0.0954948840594348,0.030821278365036,-0.00549254320101206,8.57368403742949e-07,-0.00412642204654745,0.716671178795661,5068.02291846735,0,TRUE,0
HDL,CAD,458,-0.276110527942251,0.0374049013488776,1.56319712524111e-13,-0.159079979873093,0.00467645105126333,-0.0036530009538814,0.00541134475275096,-0.241123970829119,2.83330973838442e-06,1145.76514839489,7.76457576350144e-61,TRUE,0
HDL,eGFR,168,0.00784373919091252,0.00574418790918923,0.172093186301772,0.0154334913637874,0.0763688507749046,-0.000230397949672315,0.243112186909853,0.00881973926332118,0.132268600028981,464.940076625207,6.57224855890264e-30,TRUE,0
HDL,HbA1c,441,-0.0468612026406415,0.0168687040143375,0.00546951881275807,0.0203424091541579,0.397716074230877,-0.00228884722928935,0.000125685690340348,-0.0114352045710579,0.315770904252353,4962.423772751,0,TRUE,4.57269656175957e-76
HDL,HF,461,-0.119845089162638,0.0289946519755556,3.57511272081472e-05,-0.00534529208975286,0.900920801119399,-0.00359636510006244,0.00037728976773336,-0.0333989149863545,0.408650882120593,819.11995033734,1.49880760532992e-22,TRUE,0
HDL,LDL,577,-0.0454783968539754,0.0265263920579872,0.0864445628159067,-0.111543255364639,0.00324336241865955,0.00231636672229492,0.0145215724720173,-0.0220167058254072,0.0317741594895383,39880.5608469956,0,TRUE,0
HDL,SBP,439,-0.916884441934444,0.237097175715179,0.000110125937111776,-0.397659466828373,0.263688789119957,-0.0161790344363842,0.0509934073720446,-0.438380335787917,0.00622866881600339,4289.66792455957,0,TRUE,0
HDL,Stroke,439,-0.120741333114676,0.0259195998961009,3.18827713326594e-06,0.00781605991369757,0.83941316550561,-0.00389514276365178,1.18362856018823e-05,-0.0718892796039315,0.058347457213132,679.521165691221,1.00775257993729e-12,TRUE,0
HDL,T2D,546,-0.350766478599553,0.0399130247074511,1.51879211259287e-18,-0.0304197059293637,0.573686095067961,-0.0111379259451347,1.06275883797208e-15,-0.135700377400702,0.000318803943397436,2331.47918373532,8.89984102702631e-219,TRUE,0
HDL,TC,578,0.155389532438148,0.0274243997795388,1.46079912881406e-08,0.0919447834931468,0.0188112342325852,0.00222590360569703,0.0231587002590661,0.16181625055411,4.90184760297079e-51,45998.2358763449,0,TRUE,0
HDL,TG,578,-0.512065865622795,0.027076651445031,9.13406151796693e-80,-0.526387085444191,9.62423716312842e-37,0.000502616328710946,0.604425568290746,-0.173581111005922,1.09902086211934e-45,42780.1328022952,0,TRUE,0
HF,BMI,14,0.229203306718388,0.159869233792739,0.151660059758607,0.101500089276049,0.859719474199831,0.00500708670784025,0.816054926029827,-0.0417945763875974,0.0734595052732884,1781.20473358999,0,FALSE,7.18930486270816e-27
HF,CAD,46,0.760740716637588,0.146427967255666,2.04363718289852e-07,1.32453017153983,0.00460111137620792,-0.0242324397463045,0.185465283527989,0.32119082093843,7.47068127894903e-05,528.241903624546,1.05224992960879e-83,FALSE,7.29556938810951e-35
HF,eGFR,12,0.00196077338225385,0.0165704214682921,0.905806407291502,-0.107337500283211,0.103199790004497,0.00405910023181108,0.0887240034035079,0.0211810120715808,0.0918005935395249,47.481251835031,1.76610923287654e-06,TRUE,4.14693529980918e-11
