"model","outcome","exposure","nsnp","direct_b","direct_se","direct_p","cond_F"
"LDL_HDL_TG_630","CAD","LDL",630,0.498826050097693,0.031663964767351,2.34874772494654e-47,117.303216284842
"LDL_HDL_TG_630","CAD","HDL",630,-0.164716011297276,0.0372473666874536,1.15156025748467e-05,58.4619290661423
"LDL_HDL_TG_630","CAD","TG",630,0.139917615630752,0.0419258844074098,0.000896122006525009,47.5972202947776
