z,p,gamma_med,gamma_lo,gamma_hi,q_med,verdict,sham_seed,note
1.24,0.892,-0.002,-0.021,0.017,0.03,SHARING/NULL,101,"outcome-permuted CAD->HF sham; REAL CAD->HF = CAUSAL z=-9.10 p=4.7e-20. Seeds 202/303 aborted: est_cause_params pathologically slow on signal-free permuted data (itself consistent with the sham not fitting CAUSE's model)."
