"exposure","outcome","nsnp","ivw_b","ivw_se","ivw_p","egger_b","egger_intercept_p","wm_b"
"WHR_unadj","CAD",351,0.428042820232621,0.0421694813371246,3.29549897136849e-24,0.295341660896269,0.217986029904277,0.398910826956033
"WHR_unadj","HF",338,0.264757851314247,0.0306363666443194,5.52631525234636e-18,0.113518194193011,0.048396380347812,0.17097970040756
"WHR_unadj","T2D",273,1.14599037337951,0.0855070239530505,5.86218188210204e-41,0.619995237762189,0.0516609533235718,1.01919919901687
"WHR_unadj","HFpEF",208,0.313439633838105,0.0592598822707865,1.22826839687289e-07,0.307156769921587,0.971328413741641,0.246441965957485
"WHR_unadj","HFrEF",210,0.362254042839281,0.0743613833591282,1.10734834122734e-06,0.265309226947864,0.660141750363819,0.358136794185125
